_id,chief_complaint_id,diagnosis_id,most_common,common_peds,life_or_limb_threatening
2856,193,707,1,1,0
2857,193,140,1,1,0
2858,193,510,0,0,1
2859,193,960,1,1,0
2860,193,86,1,1,0
2861,193,930,1,1,0
2862,193,1000,1,1,0
2863,193,1001,1,1,1
2864,194,5,1,0,0
2866,194,38,0,0,1
2867,194,37,0,0,1
2868,194,26,1,1,1
2870,194,1001,1,1,1
2871,194,352,1,1,0
2872,194,86,1,1,0
2873,194,404,0,1,1
2874,194,728,0,0,1
2875,194,725,0,0,0
2876,194,896,1,1,0
2877,194,140,1,1,0
2878,194,777,1,1,1
2879,126,1001,1,1,1
2880,195,5,1,0,0
2881,195,1001,1,1,1
2882,195,26,1,1,1
2883,195,728,0,0,1
2884,195,777,1,1,1
2885,195,563,0,1,1
2886,195,527,0,0,1
2887,195,98,1,1,
2888,195,186,1,1,0
2889,195,358,1,1,
2890,130,885,0,1,1
2891,130,1001,1,1,1
2892,130,660,0,0,1
2893,130,218,0,0,1
2894,130,437,0,0,1
2895,159,531,0,0,0
2896,159,437,0,0,1
2897,159,209,1,1,0
2898,139,1002,1,1,0
2899,196,126,0,0,0
2900,196,140,1,1,0
2901,196,191,1,1,0
2902,196,204,1,0,1
2903,196,947,1,1,0
2904,196,321,1,0,0
2905,196,613,1,0,0
2906,196,689,0,0,1
2907,196,724,1,1,0
2908,196,810,0,0,0
2909,196,542,1,0,0
2910,196,628,1,1,
2911,196,662,0,0,0
2912,196,185,1,0,1
2913,196,510,0,0,1
2914,196,652,0,0,1
2915,196,377,0,0,0
2916,112,1003,1,0,1
2917,197,524,0,0,1
2918,197,483,0,0,0
2919,197,1004,1,0,0
2920,197,1003,1,1,1
2921,197,775,0,0,1
2922,197,469,1,1,0
2924,197,848,0,0,1
2925,198,1003,1,0,1
2926,198,1004,1,0,0
2927,198,213,0,0,0
2928,198,424,0,0,0
2929,198,852,0,0,0
2930,67,1007,0,0,0
2931,68,1007,1,0,0
2932,199,599,1,1,
2933,199,732,1,1,
2934,199,590,1,1,0
2935,199,45,1,1,0
2936,199,117,1,1,0
2937,199,377,1,1,0
2938,199,576,0,0,0
2939,199,464,1,0,0
2940,199,367,0,0,0
2941,199,997,0,0,0
2943,199,451,1,1,0
2944,199,212,0,0,1
2945,199,1011,1,1,
2946,100,1012,1,1,0
2947,34,1013,1,1,0
2948,34,627,1,1,
2949,100,636,1,1,
2950,39,1014,1,1,0
2951,118,1015,1,1,0
2952,89,1016,1,1,0
2954,28,1017,0,0,0
2955,88,1017,0,0,0
2956,88,1018,0,0,0
2957,88,1019,0,0,0
2958,88,1020,0,0,0
2960,73,1020,0,0,0
2961,73,52,0,0,0
2962,73,1019,0,0,0
2963,112,1022,1,0,0
2964,200,14,1,1,1
2965,200,192,1,1,0
2966,200,193,1,1,0
2967,200,319,1,1,1
2968,200,469,1,1,0
2969,200,524,0,0,1
2970,200,527,1,1,1
2971,200,529,0,0,1
2972,200,799,1,1,0
2973,125,1024,1,1,0
2974,201,230,1,0,0
2975,201,310,1,1,1
2976,201,180,1,0,1
2977,201,653,0,0,0
2978,201,599,1,0,
2979,201,703,1,1,1
2980,201,1024,1,1,0
2981,201,25,1,0,0
2982,201,377,0,0,0
2983,201,126,0,0,0
2984,201,875,0,0,1
2985,201,172,0,0,1
2986,201,417,0,1,1
2987,201,46,0,1,0
2988,201,447,0,0,1
2989,201,550,0,0,1
2990,201,1025,1,1,0
2991,201,55,0,0,1
2992,201,1026,1,1,1
2993,160,1027,1,0,0
2994,201,1029,1,0,0
2995,202,209,1,1,0
2997,202,229,0,0,0
2998,202,562,1,1,0
2999,202,620,1,1,
3000,202,318,1,1,0
3002,202,85,0,0,0
3003,202,119,0,0,
3004,202,211,1,0,
3006,202,327,0,1,0
3007,202,525,0,0,0
3008,203,85,0,0,0
3009,203,209,1,1,0
3010,203,318,1,1,0
3011,203,525,1,1,0
3012,203,562,1,1,0
3013,203,531,1,0,0
3014,203,211,1,0,
3015,203,451,0,0,0
3016,203,26,1,1,1
3018,203,352,1,1,0
3019,28,1030,0,0,0
3021,204,1030,1,1,0
3022,204,391,1,1,1
3023,204,451,1,1,0
3024,204,25,1,0,0
3025,204,172,1,0,1
3026,204,213,1,1,0
3027,204,433,0,0,0
3028,204,912,0,1,1
3029,204,503,0,0,1
3030,204,687,0,0,1
3031,204,377,1,1,0
3032,204,652,0,0,1
3033,205,205,1,1,1
3034,205,617,0,0,1
3035,205,687,1,1,1
3036,205,185,0,0,1
3037,205,773,0,0,1
3038,205,1,0,0,1
3039,205,546,0,0,1
3040,205,599,1,0,
3041,205,1030,1,1,0
3042,205,377,1,0,0
3043,205,451,1,1,0
3044,205,38,0,0,1
3045,205,52,0,0,0
3046,205,1018,0,0,0
3047,205,510,0,0,1
3048,205,973,0,1,1
3049,205,310,1,0,1
3050,205,1017,0,0,0
3051,205,492,0,0,1
3052,62,1030,0,0,0
3053,206,1030,0,0,0
3054,206,913,0,1,0
3055,206,977,1,1,0
3056,206,931,1,1,0
3058,206,744,0,0,0
3059,206,590,1,1,0
3060,206,763,1,1,0
3061,206,199,0,0,0
3062,206,425,1,1,0
3063,206,441,0,0,0
3064,206,890,1,1,0
3065,205,1034,1,1,1
3066,204,1034,1,1,1
3068,48,1035,0,0,1
3069,87,1035,0,0,1
3070,58,1035,0,0,1
3073,207,1035,0,0,1
3074,207,1032,1,0,1
3075,207,1034,1,0,1
3076,207,895,0,0,0
3077,207,973,0,1,1
3078,207,185,1,0,1
3079,207,377,1,1,0
3080,207,59,1,1,1
3081,207,68,1,1,1
3082,207,493,1,1,0
3083,196,1037,1,1,0
3084,208,188,1,1,0
3086,208,26,1,1,1
3087,208,1037,1,1,0
3089,208,890,0,0,0
3091,64,253,1,1,0
3092,209,464,1,0,0
3093,209,367,1,0,0
3094,209,280,1,1,0
3095,209,548,1,1,
3096,209,573,0,0,1
3097,209,1007,0,0,0
3098,209,545,0,0,0
3099,209,406,0,0,0
3100,210,45,1,1,0
3101,211,557,1,1,0
3102,211,241,1,0,0
3103,211,590,1,1,0
3104,211,290,1,0,0
3105,211,1034,1,1,1
3106,211,122,1,0,0
3107,211,45,1,1,0
3108,211,117,1,1,0
3109,211,732,1,0,
3110,211,451,0,0,0
3111,211,716,1,1,0
3112,199,1038,1,0,0
3113,209,1039,1,0,0
3114,212,199,1,0,0
3115,212,545,1,0,0
3116,212,590,1,1,0
3117,212,1034,1,1,1
3118,212,538,1,0,0
3119,88,440,0,0,0
3120,88,439,0,0,1
3121,154,951,0,0,1
3123,175,790,1,1,0
3124,199,1040,1,1,0
3125,7,1041,1,1,0
3127,12,510,0,0,1
3128,45,510,0,0,1
3129,57,510,0,0,1
3130,89,510,0,0,1
3131,89,191,1,1,0
3132,89,729,1,1,0
3133,89,350,0,0,0
3134,213,140,1,1,0
3135,213,191,1,1,0
3136,213,302,1,1,0
3137,213,204,1,0,1
3138,213,510,0,0,1
3139,213,689,0,0,1
3140,213,182,1,1,0
3141,213,26,1,1,1
3142,213,810,0,0,0
3143,213,809,0,0,0
3144,213,443,0,0,0
3145,214,8,1,1,0
3146,214,9,1,1,0
3147,214,140,1,1,0
3148,214,183,0,0,1
3149,214,191,1,1,0
3150,214,204,1,0,1
3151,214,302,0,0,0
3152,214,510,0,0,1
3153,214,809,0,0,0
3154,214,810,0,0,0
3156,12,8,1,1,0
3158,215,1043,1,1,0
3160,215,126,1,1,0
3162,215,997,1,1,0
3163,215,1034,1,1,1
3164,215,205,1,1,1
3165,173,126,0,0,0
3166,177,126,0,0,0
3167,216,26,1,1,1
3168,216,140,1,1,0
3169,216,86,1,1,0
3170,216,535,1,1,0
3171,216,999,1,1,0
3172,216,191,1,1,0
3173,216,1044,1,1,
3174,24,1044,1,1,
3175,23,1044,1,1,
3176,177,1045,1,1,0
3178,213,1045,1,1,0
3179,35,1045,1,1,0
3180,196,1045,1,1,0
3181,62,1045,1,1,0
3184,68,1045,1,1,0
3185,118,1045,1,1,0
3186,217,133,1,0,0
3187,217,140,1,1,0
3188,217,191,1,1,0
3189,217,203,1,0,0
3190,217,302,1,1,0
3191,217,321,1,0,0
3192,217,1045,1,1,0
3193,217,1045,1,1,0
3194,217,542,1,0,0
3195,217,613,1,0,0
3196,217,662,0,0,0
3197,217,1015,1,1,0
3198,217,689,1,1,1
3199,217,724,1,1,0
3200,173,1046,0,0,0
3202,173,545,0,0,0
3203,173,180,0,0,1
3205,2,187,1,1,0
3206,2,197,0,0,1
3207,2,241,1,0,0
3208,2,788,0,0,0
3214,2,139,1,0,0
3218,2,401,1,0,0
3219,2,988,1,0,0
3221,1,139,1,0,0
3223,1,988,1,1,0
3226,199,1041,1,0,0
3227,199,1034,1,0,1
3228,201,451,1,1,0
3230,164,145,0,1,0
3231,164,775,1,0,1
3232,164,883,0,1,0
3233,164,1034,1,1,1
3236,18,126,0,0,0
3237,18,393,0,0,1
3238,218,36,1,1,0
3241,218,343,1,1,0
3242,218,991,1,0,0
3243,218,180,1,0,1
3244,218,788,1,1,0
3249,218,197,0,0,1
3251,218,310,0,0,1
3256,218,1049,1,0,0
3257,17,26,1,1,1
3260,17,786,0,0,1
3261,154,885,0,1,1
3262,154,786,0,0,1
3263,17,1050,0,0,0
3264,154,1050,0,0,0
3268,5,33,0,0,1
3271,112,330,1,1,1
3272,112,814,0,0,1
3273,9,768,1,1,0
3274,9,172,0,0,1
3275,9,975,0,0,0
3276,64,854,0,1,0
3277,64,704,1,1,0
3278,64,175,0,0,1
3279,64,27,1,1,0
3280,64,424,0,0,0
3281,64,340,0,0,0
3282,64,55,0,0,1
3283,64,506,1,1,0
3284,170,973,0,1,1
3285,170,1034,1,1,1
3286,170,1051,0,0,1
3287,170,440,0,0,0
3288,170,699,0,0,1
3289,170,699,0,0,1
3290,112,1052,1,0,1
3291,219,72,1,1,0
3292,219,778,1,1,1
3293,219,1053,1,1,1
3294,219,1054,1,1,1
3295,219,623,1,1,
3296,219,1055,1,1,1
3297,220,72,1,1,0
3298,220,1054,1,1,1
3299,220,629,1,1,
3300,220,1053,1,1,1
3301,220,778,1,1,1
3302,220,1055,1,1,1
3303,219,1056,1,1,1
3304,220,1056,1,1,1
3305,221,72,1,1,0
3306,221,1056,1,1,1
3307,221,1054,1,1,1
3308,221,631,1,1,
3309,221,1053,1,1,1
3310,221,778,1,1,1
3311,221,1055,1,1,1
3312,222,72,1,1,0
3313,222,1056,1,1,1
3314,222,1054,1,1,1
3315,222,1053,1,1,1
3316,222,778,1,1,1
3317,222,628,1,1,
3318,222,1055,1,1,1
3319,223,1034,1,1,1
3320,223,26,1,1,1
3321,223,917,1,1,0
3322,223,882,1,1,
3323,223,510,0,0,1
3325,223,336,1,1,
3326,223,120,1,1,1
3327,223,337,0,0,1
3328,223,189,0,0,0
3329,223,47,0,0,
3330,223,719,1,1,0
3331,223,920,1,1,0
3332,223,901,1,1,0
3333,223,728,0,0,1
3334,223,86,1,1,0
3335,223,1036,0,0,0
3336,223,140,1,1,0
3337,223,1000,1,1,0
3338,223,890,0,0,0
3339,223,960,1,1,0
3340,223,698,1,0,0
3341,223,475,1,1,
3342,223,255,0,0,0
3343,223,425,0,0,0
3344,223,883,0,1,0
3345,223,956,0,0,0
3346,223,999,1,1,0
3347,223,48,0,0,1
3349,223,577,0,0,0
3350,223,741,0,0,0
3351,223,1047,0,1,1
3352,224,26,1,1,1
3353,224,47,0,0,
3354,224,1036,1,1,0
3355,224,86,1,1,0
3356,224,901,1,1,0
3359,224,883,0,1,0
3361,224,425,0,0,0
3362,224,1034,1,1,1
3363,224,475,1,1,
3364,224,577,1,1,0
3365,224,189,1,1,0
3366,224,890,1,1,0
3367,224,917,1,1,0
3368,224,920,1,1,0
3369,224,956,0,0,0
3370,224,719,1,1,0
3371,224,741,0,0,0
3372,224,200,0,0,0
3373,224,698,1,0,0
3374,224,856,0,0,0
3375,224,852,0,0,0
3376,224,606,0,0,1
3377,224,653,0,0,0
3378,224,213,0,0,0
3379,224,599,1,0,
3380,225,26,1,1,1
3381,225,47,0,0,
3382,225,1036,1,1,0
3383,225,86,1,1,0
3384,225,901,1,1,0
3387,225,883,0,1,0
3388,225,200,0,0,0
3389,225,213,0,0,0
3391,225,856,0,0,0
3392,225,425,0,0,0
3393,225,852,0,0,0
3394,225,1034,1,1,1
3395,225,475,1,1,
3396,225,577,0,0,0
3397,225,189,1,1,0
3398,225,599,0,0,
3399,225,606,0,0,1
3400,225,890,1,1,0
3401,225,653,0,0,0
3403,225,920,1,1,0
3404,225,698,0,0,0
3405,225,719,1,1,0
3406,225,741,0,0,0
3407,208,47,0,0,
3408,208,1036,1,1,0
3409,208,86,1,1,0
3410,208,901,1,1,0
3413,208,883,0,1,0
3414,208,200,0,0,0
3415,208,213,0,0,0
3416,208,856,0,0,0
3417,208,425,0,0,0
3418,208,852,0,0,0
3419,208,1034,1,1,1
3420,208,475,1,1,
3421,208,577,0,0,0
3422,208,189,1,1,0
3423,208,599,0,0,
3424,208,606,0,0,1
3425,208,653,0,0,0
3426,208,920,1,1,0
3427,208,956,0,0,0
3428,208,698,0,0,0
3429,208,719,1,1,0
3430,208,741,0,0,0
3431,225,763,1,1,0
3432,226,26,1,1,1
3433,226,47,0,0,
3434,227,26,1,1,1
3435,227,47,0,0,
3436,227,48,0,0,1
3437,226,48,0,0,1
3438,227,1036,0,0,0
3439,226,1036,0,0,0
3440,226,86,1,1,0
3441,227,86,1,1,0
3442,226,901,1,1,0
3443,227,901,1,1,0
3444,226,1000,1,1,0
3445,227,901,1,1,0
3446,226,752,0,0,0
3447,227,752,0,0,0
3448,226,120,1,1,1
3449,227,120,1,1,1
3450,226,140,1,1,0
3451,227,140,1,1,0
3455,226,882,1,1,
3456,227,882,1,1,
3457,226,883,0,1,0
3458,227,883,0,1,0
3459,226,985,0,0,0
3460,227,985,0,0,0
3463,226,255,0,0,0
3464,227,255,0,0,0
3465,226,999,1,1,0
3466,227,999,1,1,0
3467,226,336,0,0,
3468,227,336,0,0,
3469,226,337,0,0,1
3470,227,337,0,0,1
3471,226,425,0,0,0
3472,227,425,0,0,0
3473,226,1034,1,1,1
3474,227,1034,1,1,1
3475,226,475,1,1,
3476,227,475,1,1,
3477,226,510,0,0,1
3478,227,510,0,0,1
3479,227,577,0,0,0
3480,226,577,0,0,0
3481,226,189,1,1,0
3482,227,189,1,1,0
3483,226,890,0,0,0
3484,227,890,0,0,0
3485,226,920,1,1,0
3486,227,920,1,1,0
3487,226,1047,0,1,1
3488,227,1047,0,1,1
3489,226,956,0,0,0
3490,227,956,0,0,0
3491,227,956,0,0,0
3492,226,698,0,0,0
3493,227,698,0,0,0
3494,226,719,1,1,0
3495,227,719,1,1,0
3496,226,728,0,0,1
3497,227,728,0,0,1
3498,226,960,1,1,0
3499,227,960,1,1,0
3500,226,741,0,0,0
3501,227,741,0,0,0
3502,227,741,0,0,0
3503,226,763,1,1,0
3504,227,763,1,1,0
3505,226,204,0,0,1
3506,227,204,0,0,1
3507,228,204,1,1,1
3508,229,204,1,1,1
3509,228,26,1,1,1
3510,229,26,1,1,1
3511,228,47,0,0,
3512,229,47,0,0,
3513,228,48,0,0,1
3514,229,48,0,0,1
3515,228,1036,0,0,0
3516,229,1036,0,0,0
3517,228,86,1,1,0
3518,229,86,1,1,0
3519,228,901,1,1,0
3520,229,901,1,1,0
3521,228,1000,1,1,0
3522,229,1000,1,1,0
3523,228,120,1,1,1
3524,229,120,1,1,1
3525,228,140,1,1,0
3526,229,140,1,1,0
3529,228,882,1,1,
3530,229,882,1,1,
3531,228,883,0,1,0
3532,229,883,0,1,0
3535,228,255,0,0,0
3536,229,255,0,0,0
3537,228,999,1,1,0
3538,229,999,1,1,0
3539,228,336,0,0,
3540,229,336,0,0,
3541,228,337,0,0,1
3542,229,337,0,0,1
3543,228,425,0,0,0
3544,229,425,0,0,0
3545,228,1034,1,1,1
3546,229,1034,1,1,1
3547,228,475,1,1,
3548,229,475,1,1,
3549,228,510,0,0,1
3550,229,510,0,0,1
3551,228,577,0,0,0
3552,229,577,0,0,0
3553,228,189,1,1,0
3554,229,189,1,1,0
3555,228,890,1,0,0
3556,229,890,1,0,0
3558,228,920,1,1,0
3559,230,26,1,1,1
3560,229,920,1,1,0
3561,228,1047,0,1,1
3562,230,47,0,0,
3563,229,1047,0,1,1
3564,230,763,1,1,0
3565,228,956,0,0,0
3566,229,956,0,0,0
3567,230,1036,1,1,0
3568,228,698,1,0,0
3569,230,86,1,1,0
3570,229,698,1,0,0
3571,230,901,1,1,0
3572,228,719,1,1,0
3573,229,719,1,1,0
3575,228,728,0,0,1
3577,229,728,0,0,1
3578,228,960,1,1,0
3579,230,883,0,1,0
3580,229,960,1,1,0
3581,230,188,1,1,0
3582,228,741,0,0,0
3583,229,741,0,0,0
3584,228,763,1,1,0
3585,230,200,0,0,0
3586,229,763,1,1,0
3587,230,213,0,0,0
3589,230,856,0,0,0
3590,230,425,0,0,0
3591,230,852,0,0,0
3592,230,1034,1,1,1
3593,230,475,1,1,
3594,230,577,0,0,0
3595,230,189,1,1,0
3596,230,599,0,0,
3597,230,606,0,0,1
3598,230,890,0,0,0
3599,230,653,0,0,0
3600,230,920,1,1,0
3601,230,956,0,0,0
3602,230,698,0,0,0
3603,230,719,1,1,0
3604,230,741,0,0,0
3605,231,26,1,1,1
3606,231,47,0,0,
3607,231,763,1,1,0
3608,231,1036,1,1,0
3609,231,86,1,1,0
3610,231,901,1,1,0
3613,231,883,0,1,0
3614,231,188,1,1,0
3615,231,200,0,0,0
3616,231,213,0,0,0
3618,231,856,0,0,0
3619,231,425,0,0,0
3620,231,852,0,0,0
3621,231,1034,1,1,1
3622,231,475,1,1,
3623,231,577,0,0,0
3624,231,189,1,1,0
3625,231,599,0,0,
3626,231,606,0,0,1
3627,231,890,0,0,0
3628,231,653,0,0,0
3629,231,920,1,1,0
3630,231,956,0,0,0
3631,231,698,0,0,0
3632,231,719,1,1,0
3633,231,741,0,0,0
3634,232,446,1,1,0
3636,232,139,1,1,0
3637,232,788,1,1,0
3638,232,164,1,0,1
3639,232,606,0,0,1
3640,232,76,1,1,0
3641,232,962,0,1,0
3642,232,953,0,0,1
3643,232,988,1,1,0
3644,232,547,1,0,1
3645,154,440,0,0,0
3648,233,140,1,1,0
3649,233,183,1,1,1
3650,233,191,1,1,0
3651,233,204,1,1,1
3652,233,284,0,0,1
3653,233,285,1,1,
3654,233,302,1,1,0
3655,233,321,0,0,0
3656,233,350,1,0,0
3657,233,427,1,1,0
3658,233,510,0,0,1
3659,233,532,0,0,0
3660,233,542,1,1,0
3661,233,565,1,1,0
3662,233,613,0,0,0
3663,233,662,1,0,0
3664,233,678,1,0,0
3665,233,689,0,0,1
3666,233,356,0,0,1
3667,233,410,1,1,0
3668,233,724,1,1,0
3669,233,809,0,0,0
3670,233,810,0,0,0
3671,234,729,1,1,0
3672,234,920,0,0,0
3673,234,901,0,0,0
3674,234,126,0,0,0
3675,234,188,1,1,0
3676,234,698,1,0,0
3678,234,865,1,1,0
3679,234,1032,0,0,1
3680,234,443,1,1,0
3681,234,852,0,0,0
3682,234,1057,1,1,0
3683,234,140,1,1,0
3684,173,1059,0,0,1
3686,173,1060,0,0,1
3692,93,437,0,0,1
3693,235,732,1,1,
3694,235,50,1,1,0
3695,235,23,0,0,1
3696,235,464,1,0,0
3697,235,372,1,1,1
3698,235,434,1,1,1
3699,235,280,1,1,0
3700,235,335,0,0,
3701,235,176,0,0,1
3702,235,226,0,0,1
3703,235,75,0,0,1
3704,235,126,0,0,0
3705,235,550,0,0,1
3706,235,783,0,0,0
3708,235,1034,1,1,1
3709,235,599,1,0,
3711,176,863,0,0,1
3712,176,151,1,0,0
3713,176,862,1,0,0
3714,176,153,1,0,0
3715,189,1062,1,1,0
3716,189,1017,1,1,0
3717,189,1018,0,0,0
3718,189,1020,0,0,0
3719,189,1019,0,0,0
3720,87,1063,0,1,0
3721,236,387,1,1,0
3722,236,790,1,1,0
3723,236,506,1,1,0
3725,236,505,0,0,0
3727,236,27,1,1,0
3728,236,704,1,1,0
3737,172,1064,0,1,
3738,172,437,0,0,1
3739,172,551,0,0,0
3740,172,322,0,0,1
3741,172,103,0,0,1
3742,172,352,1,1,0
3743,172,327,0,1,0
3745,137,1065,0,0,1
3748,172,1065,0,0,1
3749,173,1066,0,0,1
3750,174,1067,1,0,0
3751,174,1068,1,1,0
3752,154,1069,0,0,1
3756,177,532,1,0,0
3758,39,532,0,0,0
3759,7,532,1,0,0
3760,45,532,1,0,0
3761,10,310,0,0,1
3762,25,532,1,0,0
3763,237,121,1,1,0
3764,237,321,1,0,0
3765,237,613,1,0,0
3766,237,441,0,0,0
3767,237,532,1,0,0
3768,237,542,1,1,0
3769,237,858,0,0,0
3770,237,662,1,0,0
3771,237,751,1,1,0
3772,237,42,0,0,0
3773,237,495,0,0,1
3774,237,442,0,0,1
3775,237,387,1,1,0
3776,53,42,0,0,0
3777,53,442,0,0,1
3778,53,613,1,0,0
3782,154,181,1,1,0
3786,238,566,1,0,0
3791,238,698,1,0,0
3797,238,1067,0,0,0
3798,238,725,0,0,0
3800,239,195,1,0,0
3801,239,256,0,0,0
3802,239,259,0,0,0
3803,239,260,0,0,1
3804,239,261,1,0,
3805,239,262,0,0,0
3806,239,265,1,1,
3807,239,303,1,1,0
3808,239,309,1,1,0
3809,239,354,1,1,0
3810,239,404,0,1,1
3811,239,440,0,0,0
3812,239,458,0,0,1
3813,239,1032,1,0,1
3814,239,493,0,0,0
3815,239,561,1,1,1
3816,239,583,0,0,1
3817,239,584,1,1,
3818,239,585,1,1,1
3819,239,586,1,1,1
3820,239,608,0,0,0
3821,239,617,0,0,1
3822,239,698,1,0,0
3823,239,703,0,1,1
3824,239,753,0,0,1
3825,239,789,1,0,1
3826,239,1017,0,0,0
3827,239,221,0,0,1
3828,27,1076,0,0,0
3829,240,969,1,0,0
3830,240,25,1,0,0
3831,240,207,1,0,0
3832,240,107,0,0,1
3833,240,212,1,1,1
3834,240,225,1,1,1
3835,240,239,0,0,1
3836,240,146,0,0,1
3837,240,941,1,0,0
3838,240,775,1,0,1
3839,240,848,1,1,1
3840,240,551,1,0,0
3841,240,677,0,0,1
3842,240,875,0,0,1
3843,240,184,1,1,0
3844,240,1034,1,1,1
3845,240,833,0,0,1
3846,240,442,0,0,1
3847,240,462,0,0,1
3848,240,874,0,0,1
3849,240,687,0,0,1
3850,240,903,0,0,0
3851,240,1035,0,0,1
3852,240,736,0,0,1
3853,240,128,1,1,1
3854,240,452,1,1,0
3855,240,743,0,0,1
3858,50,1078,1,1,0
3859,139,1078,1,1,0
3861,100,1079,1,1,
3862,241,865,0,1,0
3863,241,151,1,0,0
3864,241,152,0,1,1
3865,241,862,1,0,0
3866,241,153,1,0,0
3867,241,302,1,1,0
3868,241,183,0,0,1
3869,241,322,0,0,1
3871,241,442,0,1,1
3873,241,483,1,0,0
3874,241,565,1,0,0
3875,241,757,0,0,0
3876,241,778,0,0,1
3877,241,833,0,0,1
3878,241,566,1,0,0
3879,241,983,1,1,1
3881,241,350,1,0,0
3882,241,25,0,0,0
3883,241,417,0,1,1
3884,241,700,0,0,1
3885,241,213,1,0,0
3886,241,146,1,0,1
3887,176,566,1,0,0
3888,176,25,1,0,0
3889,176,417,0,1,1
3890,242,25,1,0,0
3891,242,146,1,0,1
3892,242,974,1,0,0
3893,242,1073,0,0,0
3894,242,183,0,0,1
3895,242,213,1,0,0
3896,242,302,1,1,0
3897,242,983,0,1,1
3898,242,322,1,1,1
3899,242,350,1,0,0
3901,242,417,0,1,1
3902,242,442,1,1,1
3903,242,483,1,0,0
3904,242,565,1,1,0
3905,242,566,1,0,0
3906,242,778,0,0,1
3907,242,833,0,0,1
3908,242,532,1,0,0
3909,242,723,1,0,0
3910,242,776,0,0,1
3911,242,126,0,0,0
3912,241,723,0,0,0
3913,176,723,0,0,0
3914,241,776,0,0,1
3915,241,126,0,0,0
3916,176,126,0,0,0
3917,243,25,1,0,0
3918,243,126,0,0,0
3919,243,146,1,0,1
3920,243,183,0,0,1
3921,243,1073,0,0,0
3922,243,213,1,0,0
3923,243,302,1,1,0
3924,243,983,0,1,1
3925,243,322,0,0,1
3926,243,350,1,0,0
3927,243,417,0,1,1
3928,243,974,1,0,0
3929,243,442,0,0,1
3930,243,483,1,0,0
3931,243,532,1,0,0
3932,243,565,1,1,0
3933,243,566,1,0,0
3934,243,723,1,0,0
3935,243,776,0,0,1
3936,243,778,1,1,1
3937,243,833,0,0,1
3938,243,678,1,0,0
3939,243,747,1,0,0
3940,243,1034,1,1,1
3941,242,678,1,0,0
3942,176,1034,1,1,1
3943,243,989,1,1,0
3944,176,989,1,1,0
3945,244,126,0,0,0
3946,244,782,1,0,0
3947,244,146,1,0,1
3948,244,213,1,0,0
3949,244,274,1,1,1
3950,244,302,1,1,0
3951,244,983,1,1,1
3952,244,322,0,0,1
3953,244,483,1,0,0
3954,244,107,0,0,1
3955,244,698,1,0,0
3956,244,469,1,1,0
3957,183,1080,0,0,0
3959,15,1080,0,0,0
3960,179,1081,1,1,0
3961,178,1082,0,0,1
3962,147,1082,0,0,1
3963,179,1083,0,1,0
3964,177,1084,1,1,0
3965,177,689,0,0,1
3966,245,948,1,1,0
3967,245,1084,1,1,0
3968,245,126,0,0,0
3969,245,321,1,0,0
3970,245,613,1,0,0
3971,245,689,0,0,1
3972,245,751,1,1,0
3973,245,9,1,1,0
3974,245,8,1,1,0
3975,245,61,1,1,0
3976,177,9,1,1,0
3977,177,8,1,1,0
3978,177,61,1,1,0
3979,30,1090,1,1,0
3980,30,155,0,0,1
3981,30,1091,0,0,1
3982,30,1093,0,0,1
3985,53,1096,0,0,0
3986,39,1096,0,0,0
3987,35,1097,1,0,0
3988,35,1098,1,0,
3989,15,1099,0,0,0
3990,246,969,1,0,0
3991,246,1099,1,0,0
3992,246,207,1,0,0
3993,246,551,1,0,0
3994,246,329,1,1,1
3995,246,239,1,1,1
3996,246,875,0,0,1
3997,246,743,0,0,1
3998,246,870,1,1,1
3999,246,107,1,1,1
4000,246,25,1,0,0
4001,246,1034,1,1,1
4002,246,1034,1,1,1
4003,246,377,0,0,0
4004,246,172,1,0,1
4005,247,1100,1,1,0
4006,247,87,1,0,0
4007,247,146,1,0,1
4008,247,775,1,0,1
4010,247,274,1,1,1
4011,247,642,1,1,0
4012,247,442,0,0,1
4013,247,997,0,0,0
4014,247,536,1,1,0
4015,247,322,0,0,1
4016,247,126,0,0,0
4017,112,1102,1,0,0
4018,57,1103,0,1,1
4019,229,1103,0,0,1
4020,248,302,1,1,0
4021,248,420,1,1,0
4022,248,724,1,1,0
4023,248,191,1,1,0
4024,248,534,0,0,1
4025,248,689,1,1,1
4026,248,219,0,0,1
4027,248,711,0,1,0
4028,248,442,0,0,1
4029,248,1106,1,1,0
4030,112,1108,0,0,0
4031,154,1111,0,0,1
4032,15,1112,0,0,1
4033,183,1113,1,0,0
4034,249,1114,1,1,0
4035,249,213,1,1,0
4036,249,99,1,1,1
4037,249,205,1,1,1
4038,249,335,1,1,
4039,249,1034,1,1,1
4040,249,315,1,0,
4041,250,1034,1,1,1
4042,250,213,1,1,0
4043,250,1114,1,1,0
4044,250,315,1,0,
4045,250,793,1,1,0
4046,250,652,0,0,1
4047,250,392,0,0,0
4048,250,185,0,0,1
4049,2,1115,1,1,0
4050,1,1115,1,1,0
4052,20,1116,0,0,0
4053,251,1118,1,1,0
4054,251,140,1,1,0
4055,251,183,0,0,1
4056,251,191,1,1,0
4057,251,204,0,0,1
4058,251,302,1,1,0
4060,251,510,0,0,1
4061,251,566,0,0,0
4064,251,534,0,0,1
4065,177,1121,0,0,1
4066,6,1121,0,0,1
4067,245,1121,0,0,1
4068,213,1121,0,0,1
