_id,insurance_carrier_id,name
3078,16,Alliance Value Plan
3079,16,GHI Direct Pay HMO
3080,16,GHI Direct Pay HMO POS
3081,16,GHI Small Business Advantage Plan
3096,394,Other
3097,394,QC2500E-12
3098,394,A000-12 100%
3099,394,A500-12 100%
3100,394,A1000-12 100%
3101,394,A1500-12 100%
3102,394,A2000-12 100%
3103,394,A2500-12 100%
3104,394,A3000-12 100%
3105,394,A5000-12 100%
3106,394,B500-12 90%
3107,394,B1000-12 90%
3108,394,B1500-12 90%
3109,394,C500-12 80%
3110,394,C1000-12 80%
3111,394,C1500-12 80%
3112,394,C2000-12 80%
3113,394,C2500-12 80%
3114,394,C3000-12 80%
3115,394,C5000-12 80%
3116,394,D1000-12 70%
3117,394,D2000-12 70%
3118,394,SJ1000-12
3119,394,SJ2000-12
3120,394,SJ3000-12
3121,394,SJ5000-12
3122,394,AR1000V
3123,394,A2000V-12
3124,394,A2500V-12
3125,394,A3000V-12
3126,394,FR000V
3127,394,VALUER2500
3128,394,VALUER3000
3129,394,QAR1500
3130,394,QAR2000
3131,394,QAR2500E
3132,394,QA2500-12
3133,394,QA5000-12
3134,394,QAR3000
3135,394,QAR5000E
3136,394,QAR5000-20
3137,394,Coventry Dental
3138,226,Connections Plus
3139,393,Other
3140,226,Medicare Advantage (HMO-SNP)
3141,393,HMO Straight Copay Plan 100%-15 (1A-WI)
3142,393,HMO Straight Copay Plan 100%-30 (1C-WI)
3143,226,Other
3144,393,HMO Combo Plan 500-15 (4A-WI)
3145,393,HMO Combo Plan 500-15 (4C-WI)
3146,393,HMO Combo Plan 1000-30 (4B-WI)
3147,393,HMO Combo Plan 1000-30 (4D-WI)
3148,393,HMO Deductible/Coinsurance Plan 250 90 (2A-WI)
3149,393,HMO Deductible/Coinsurance Plan 250-80 (2B-WI)
3150,393,HMO Deductible/Coinsurance Plan 250-90 (2C-WI)
3151,393,HMO Deductible/Coinsurance Plan 250-80 (2D-WI)
3152,393,HMO Deductible/Coinsurance Plan 500-90 (5A-WI)
3153,393,HMO Deductible/Coinsurance Plan 500-80 (5B-WI)
3154,393,HMO Deductible/Coinsurance Plan 500-90 (5C-WI)
3155,393,HMO Deductible/Coinsurance Plan 500-80 (5D-WI)
3156,393,HMO Deductible/Coinsurance Plan 750-90 (6A-WI)
3157,393,HMO Deductible/Coinsurance Plan 750-80 (6H-WI)
3158,393,HMO Deductible/Coinsurance Plan 1000-90 (0A-WI)
3159,393,HMO Deductible/Coinsurance Plan 1000-80 (0B-WI)
3160,393,HMO Deductible/Coinsurance Plan 1000-90 (0C-WI)
3161,393,HMO Deductible/Coinsurance Plan 1000-80 (0D-WI)
3162,393,HMO Deductible/Coinsurance Plan 1500-90 (6B-WI)
3163,393,HMO Deductible/Coinsurance Plan 1500-80 (6I-WI)
3164,393,HMO Deductible/Coinsurance Plan 2000-90 (6C-WI)
3165,393,HMO Deductible/Coinsurance Plan 2000-80 (6J-WI)
3166,393,HMO Deductible/Coinsurance Plan 2500-90 (6D-WI)
3167,393,HMO Deductible/Coinsurance Plan 2500-80 (6K-WI)
3168,393,HMO Deductible/Coinsurance Plan 3000-90 (6L-WI)
3169,393,HMO Deductible/Coinsurance Plan 3000-80 (6L-WI)
3170,393,HMO Deductible/Coinsurance Plan 4000-90 (6F-WI)
3171,393,HMO Deductible/Coinsurance Plan 4000-80 (6M-WI)
3172,393,HMO Deductible/Coinsurance Plan 5000-90 (6G-WI)
3173,393,HMO Deductible/Coinsurance Plan 5000-80 (6N-WI)
3174,393,HMO Coinsurance Plan 90-1000 (3A-WI)
3175,393,HMO Coinsurance Plan 85-1500 (3B-WI)
3176,393,HMO Coinsurance Plan 80-2000 (3C-WI)
3177,393,HMO Coinsurance Plan (3D-WI)
3178,393,HMO Straight Copay Plan 100%-15 (1A-IA)
3179,393,HMO Straight Copay Plan 100%-30 (1C-IA)
3180,393,HMO Combo Plan 500-15 (4A-IA)
3181,393,HMO Combo Plan 500-15 (4C-IA)
3182,393,HMO Combo Plan 1000-30 (4B-IA)
3183,393,HMO Combo Plan 1000-30 (4D-IA)
3184,393,HMO Deductible/Coinsurance Plan 250 90 (2A-IA)
3185,393,HMO Deductible/Coinsurance Plan 250-80 (2B-IA)
3186,393,HMO Deductible/Coinsurance Plan 250-90 (2C-IA)
3187,393,HMO Deductible/Coinsurance Plan 250-80 (2D-IA)
3188,393,HMO Deductible/Coinsurance Plan 500-90 (5A-IA)
3189,393,HMO Deductible/Coinsurance Plan 500-80 (5B-IA)
3190,393,HMO Deductible/Coinsurance Plan 500-90 (5C-IA)
3191,393,HMO Deductible/Coinsurance Plan 500-80 (5D-IA)
3192,393,HMO Deductible/Coinsurance Plan 750-90 (6A-IA)
3193,317,Individual - Blue Advantage
3194,317,Individual - Blue Advantage Saver
3195,317,Individual - Blue Options (HSA)
3196,317,Individual - Blue Assurance
3197,317,Individual - Dental Blue
3198,317,Blue Medicare (HMO)
3199,317,Blue Medicare (PPO)
3200,228,Paramount Elite Medicare Plan (HMO)
3201,228,Paramount Advantage Medicaid Plan
3202,228,Ohio POS High
3203,228,Ohio POS Low
3204,228,CDHP Plan 6
3205,228,CDHP Plan 7
3206,228,CDHP Plan 8
3207,228,CDHP Plan 15
3208,228,CDHP Plan 19
3209,228,CDHP Plan 22
3210,228,CDHP 80202500E
3211,228,CDHP 80203000E
3212,228,CDHP 80204000E
3213,228,Chamber/HBA HMO High
3214,228,Chamber/HBA HMO Std.
3215,228,Chamber/HBA HMO Base
3216,228,BBB Association 9U
3217,393,HMO Deductible/Coinsurance Plan 1000-90 (0A-IA)
3218,393,HMO Deductible/Coinsurance Plan 1000-80 (0B-IA)
3219,393,HMO Deductible/Coinsurance Plan 1000-90 (0C-IA)
3220,393,HMO Deductible/Coinsurance Plan 1000-80 (0D-IA)
3221,393,HMO Deductible/Coinsurance Plan 1500-90 (6B-IA)
3222,393,HMO Deductible/Coinsurance Plan 1500-80 (6I-IA)
3223,393,HMO Deductible/Coinsurance Plan 2000-90 (6C-IA)
3224,393,HMO Deductible/Coinsurance Plan 2000-80 (6J-IA)
3225,393,HMO Deductible/Coinsurance Plan 2500-90 (6D-IA)
3226,393,HMO Deductible/Coinsurance Plan 2500-80 (6K-IA)
3227,393,HMO Deductible/Coinsurance Plan 3000-90 (6L-IA)
3228,228,BBB Association 2V
3229,393,HMO Deductible/Coinsurance Plan 3000-80 (6L-IA)
3230,393,HMO Deductible/Coinsurance Plan 4000-90 (6F-IA)
3231,393,HMO Deductible/Coinsurance Plan 4000-80 (6M-IA)
3232,228,BBB Association 9W
3233,393,HMO Deductible/Coinsurance Plan 5000-90 (6G-IA)
3234,393,HMO Deductible/Coinsurance Plan 5000-80 (6N-IA)
3235,228,BBB Association 2U
3236,393,HMO Coinsurance Plan 90-1000 (3A-IA)
3237,228,BBB Association High
3238,393,HMO Coinsurance Plan 85-1500 (3B-IA)
3239,393,HMO Coinsurance Plan 80-2000 (3C-IA)
3240,393,HMO Coinsurance Plan (3D-IA)
3241,228,BBB Association Std
3242,393,POS 000-10 (9A-WI)
3243,393,POS 000-90 (9B-WI)
3244,228,BBB Association Base
3245,393,POS 200-90 (9C-WI)
3246,393,POS 500-90 (9D-WI)
3247,393,POS 1000-90 (9E-WI)
3248,393,POS 000-10 (9A-IA)
3249,393,POS 100-90 (9B-IA)
3250,228,Michigan HMO Low
3251,393,POS 200-90 (9C-IA)
3252,393,POS 500-90 (9D-IA)
3253,228,Michigan HMO High
3254,393,POS 1000-90 (9E-IA)
3255,393,HMO HSA-Qualified Plan 1250-80 (7A-WI)
3256,393,HMO HSA-Qualified Plan 1500-80 (7B-WI)
3257,228,Michigan MAP High
3258,393,HMO HSA-Qualified Plan 1750-80 (7C-WI)
3259,393,HMO HSA-Qualified Plan 2000-80 (7D-WI)
3260,228,Michigan MAP Mid
3261,393,HMO HSA-Qualified Plan 2250-80 (7E-WI)
3262,393,HMO HSA-Qualified Plan 2500-80 (7F-WI)
3263,228,Michigan MAP Low
3264,393,HMO HSA-Qualified Plan 1250-80 (7A-IA)
3265,393,HMO HSA-Qualified Plan 1500-80 (7B-IA)
3266,228,Michigan MAP 500
3267,393,HMO HSA-Qualified Plan 1750-80 (7C-IA)
3268,228,Michigan MAP HDP01
3269,393,HMO HSA-Qualified Plan 2000-80 (7D-IA)
3270,393,HMO HSA-Qualified Plan 2250-80 (7E-IA)
3271,393,HMO HSA-Qualified Plan 2500-80 (7F-IA)
3272,228,Michigan MAP HDP02
3273,393,POS HSA-Qualified Plan 1250-90 (7G-WI)
3274,228,Michigan MAP HDP03
3275,393,POS HSA-Qualified Plan 1750-90 (7I-WI)
3276,228,PPO MCPA Base
3277,393,POS HSA-Qualified Plan 2000-90 (7J-WI)
3278,228,PPO MCPA STD
3279,393,POS HSA-Qualified Plan 2250-90 (7K-WI)
3280,393,POS HSA-Qualified Plan 2500-90 (7L-WI)
3281,393,POS HSA-Qualified Plan 1250-90 (7G-IA)
3282,393,POS HSA-Qualified Plan 1500-90 (7H-IA)
3283,393,POS HSA-Qualified Plan 1750-90 (7I-IA)
3284,393,POS HSA-Qualified Plan 2000-90 (7J-IA)
3285,393,POS HSA-Qualified Plan 2250-90 (7K-IA)
3286,228,PPO MCPA High
3287,393,POS HSA-Qualified Plan 2500-90 (7L-IA)
3288,228,PPO MCP8060 (500)
3289,228,PPO MCP8060 (750)
3290,228,PPO MCP9070 (250)
3291,392,Other
3292,392,HMO
3293,228,PPO MCP10070 (1000)
3294,392,HealthFirst HMO
3295,228,PPO MCP10080 (2000)
3296,392,POS
3297,392,PPO
3298,392,Best Buy HMO/PPO
3299,392,ChoiceNet
3300,392,DirigoChoice PPO
3301,392,Best Buy HSA PPO
3302,392,Core Coverage
3303,392,Pulse Plan
3304,392,Choice Plus & Options
3305,228,Other
3306,392,Focus Network-Central MA
3307,392,Medicare Enhance
3308,392,Medicare Supplement Plan
3309,232,Medicare Advantage (HMO)
3310,232,Medicare Preferred (PPO)
3311,391,Other
3312,232,Medicare Private Fee For Service (PFFS)
3313,391,HealthFirst HMO
3314,391,Medicare Enhance
3315,232,Other
3316,390,Other
3317,390,Choice Plus and Options
3318,390,Core Coverage
3319,390,DirigoChoice PPO
3320,390,Focus Network-Central MA
3321,233,ODS WELL
3322,389,Other
3323,233,HSA2800_11A1
3324,389,PPO 100/50 1500
3325,389,PPO 100/50 3000
3326,233,PPO1500_11B1
3327,389,PPO 100/50 5000
3328,389,PPO 80/50 5000
3329,233,PPO1000_11B1
3330,389,PPO 80/50 1000
3331,389,PPO 80/50 2000
3332,233,HSA2000_11A1
3333,389,PPO 80/50 7500
3334,389,Short-Term 500
3335,233,Basic Oregon Plan
3336,389,Short-Term 1000
3337,233,HSA1200_11A1
3338,389,Short-Term 2000
3339,389,Short-Term 5000
3340,233,HSA4000_11A1
3341,389,HSA Compatible Plan
3342,389,Dental
3343,233,BEN2500_11A1
3344,389,HMSA PPO
3345,389,HMSA HMO
3346,233,BEN3500_11A1
3347,233,BEN5000_11A1
3348,233,BEN7500_11A1
3349,233,PPO500_11B1
3350,233,PPO750_11B1
3351,388,Other
3352,388,Alliance Medicare Supplement
3353,388,Alliance Medicare PPO
3354,388,HPA Senior Plus (HMO) Henry Ford
3355,388,HAP Senior Plus (HMO-POS) Expanded Network
3356,388,SOLO PPO 500/1200
3357,388,SOLO PPO 2500/5000
3358,388,SOLO HSA 2500/5000
3359,388,SOLO PPO 1000 RX/1000 NO RX
3360,388,SOLO PRO 3000 RX/3000 NO RX
3361,388,HAP HMO
3362,388,ALLIANCE PPO
3363,233,PPO1000_11E1
3364,388,ALLIANCE EPO
3365,388,HDHP
3366,233,PPO1500_11A1
3367,387,Other
3368,387,Choice PPO $1500+
3369,387,Choice PPO $2500+
3370,387,Choice PPO $4000+
3371,387,Premier PPO $5 $10
3372,387,Premier PPO $10 $10
3373,387,Premier PPO $15 $30
3374,233,PPO1500_11E1
3375,387,Premier PPO $20 $40
3376,387,Premier PPO $250
3377,233,PPO2000_11A1
3378,387,Premier PPO $500
3379,233,PPO2000_11B1
3380,387,Premier PPO $750
3381,387,Premier PPO $1000
3382,233,PPO2000_11E1
3383,387,Premier PPO $1250
3384,387,Premier PPO $1500
3385,233,PPO2500_11A1
3386,387,Premier PPO $2000
3387,233,PPO3000_11A1
3388,387,Premier PPO $3000
3389,387,Premier PPO $5000
3390,233,PPO4000_11A1
3391,387,Premier PPO $2500 1x
3392,387,Premier PPO $3250 1x
3393,233,PPO1000_11B1_EvBid
3394,387,Premier PPO $4000 1x
3395,387,Premier PPO $5000 1x
3396,233,PPO1500_11B1_EvBid
3397,387,Premier PPO $6000 1x
3398,387,Premier PPO $7500 1x
3399,233,PPO2000_11B1_EvBid
3400,387,Premier PPO $10000 1x
3401,387,Classic PPO $250
3402,387,Classic PPO $500
3403,233,Medicare ODS Advantage (PPO) 
3404,387,Classic PPO $1000
3405,233,Medicare ODS Advantage PPORX Select (PPO)
3406,387,Value PPO $250
3407,387,Value PPO $500
3408,233,Delta Dental Premier
3409,387,Value PPO $1000
3410,387,Value PPO $1500
3411,233,Delta Dental PPO
3412,387,Value PPO $2000
3413,387,FlexChoice QHDHP PPO $1250
3414,233,PERS ODS Advantage PPORX
3415,387,FlexChoice QHDHP PPO $1250 II
3416,233,PERS ODS Advantage RX
3417,387,FlexChoice QHDHP PPO $2500
3418,387,FlexChoice QHDHP Value PPO $1250
3419,233,A0D01B ODS Dental
3420,387,FlexChoice QHDHP PPO $1500
3421,387,FlexChoice QHDHP PPO $2000
3422,233,A0D01B DirectOption Dental
3423,387,FlexChoice QHDHP Value PPO $2500
3424,387,FlexChoice QHDHP Value PPO $3750
3425,233,B3X25 D01B ODS Dental
3426,387,FlexChoice QHDHP PPO $2500 1x
3427,233,B3X25 D01B DirectOption Dental
3428,387,FlexChoice QHDHP PPO $5000 1x
3429,387,OOA Choice PPO $1500+
3430,233,B3X50 D01B ODS Dental
3431,387,OOA Choice PPO $2500+
3432,233,B3X50 D01B DirectOption Dental
3433,387,OOA Choice PPO $4000+
3434,233,B3X501 D03B ODS Dental
3435,387,OOA Premier PPO $10 $10
3436,233,B3X501 D03B DirectOption Dental
3437,387,OOA Premier PPO $15 $30
3438,387,OOA Premier PPO $250
3439,233,C3X25 D02B ODS Dental
3440,387,OOA Premier PPO $500
3441,387,OOA Premier PPO $1000
3442,387,OOA Premier PPO $1250
3443,387,OOA Premier PPO $2000
3444,387,OOA Premier PPO $3000
3445,387,OOA Premier PPO $2500 1x
3446,387,OOA Premier PPO $3250 1x
3447,387,OOA Premier PPO $4000 1x
3448,387,OOA Premier PPO $5000 1x
3449,387,OOA Premier PPO $6000 1x
3450,387,OOA Premier PPO $7500 1x
3451,387,OOA Premier PPO $10000 1x
3452,387,OOA Classic PPO $250
3453,387,OOA Classic PPO $500
3454,387,OOA Value PPO $250
3455,387,OOA Value PPO $500
3456,387,OOA FlexChoice QHDHP PPO $1250
3457,387,OOA FlexChoice QHDHP PPO $1250 II
3458,387,OOA FlexCHoice QHDHP PPO $1500
3459,387,OOA FlexChoice QHDHP PPO $2000
3460,387,OOA FlexChoice QHDHP PPO $2500
3461,387,OOA FlexChoice QHDHP PPO $2500 1x
3462,387,OOA FlexChoice QHDHP PPO $5000 1x
3463,387,Coventry Dental
3464,387,Coventry Consumer Choices (C3)
3465,386,Other
3466,386,Kids Care
3467,386,Children's Dental Health Services
3468,386,Adult Dental Health Services
3469,386,Health Choice Arizona
3470,385,Other
3471,385,HF 24 (HMO)
3472,385,HF 25 (HMO)
3473,385,HF 26 (HMO)
3474,385,HF 27 (HMO)
3475,385,VALUE 1 (HMO)
3476,385,VALUE 2 (HMO)
3477,385,VALUE 4 (HMO)
3478,385,C 2 (HMO)
3479,385,C 3 (HMO)
3480,385,C 4 (HMO)
3481,385,Basic 1 (HMO)
3482,385,BASIC 2 (HMO)
3483,385,BASIC 3 (HMO)
3484,385,BASIC 4 (HMO)
3485,385,STANDARD 1 (HMO)
3486,385,STANDARD 2 (HMO)
3487,385,STANDARD 3 (HMO)
3488,385,STANDARD 4 (HMO)
3489,385,HF 4 (HMO)
3490,385,HF 5 (HMO)
3491,385,HF 6 (HMO)
3492,233,C3X25 DO2B DirectOption Dental
3493,385,VALUE 5 (HMO)
3494,385,VALUE 5D (HMO)
3495,233,C3X50 D02B ODS Dental
3496,385,VALUE 6 (HMO)
3497,385,VALUE 6D (HMO)
3498,385,VALUE 7 (HMO)
3499,233,C3X50 D02B DirectOption Dental
3500,385,VALUE 7D (HMO)
3501,385,VALUE 8 (HMO)
3502,233,C3X501 D04B ODS Dental
3503,385,VALUE 8D (HMO)
3504,385,C 1 (HMO)
3505,385,VALUE CHOICE 1 (HMO)
3506,233,C3X501 D04B DirectOption Dental
3507,385,VALUE CHOICE 2 (HMO)
3508,385,POS 2
3509,385,POS 4
3510,385,VALUE CHOICE 5 (POS)
3511,385,VALUE CHOICE 5D (POS)
3512,385,VALUE CHOICE 6 (POS)
3513,385,VALUE CHOICE 6D (POS)
3514,385,VALUE 7 (POS)
3515,385,VALUE 7D (POS)
3516,385,VALUE 8 (POS)
3517,385,VALUE 8D (POS)
3518,385,HDHP HMO 2000 80
3519,385,HDHP POS 80/60
3520,385,HDHP HMO 1500/80
3521,385,HDHP HMO 2500/80
3522,385,HDHP HMO 5000/80
3523,385,HDHP POS 1500 80/60
3524,385,HDHP POS 2500 80/60
3525,385,HDHP POS 5000 80/60
3526,385,HDHP HMO 3600 80
3527,385,HDHP HMO 10000 100
3528,385,HDHP HMO 5000 85
3529,385,HDHP POS 10000 100/80
3530,385,HDHP POS 5000 85/65
3531,385,MEDICARE MEDICAL + PART D REWARDS PLAN (HMO)
3532,385,MEDICARE MEDICAL + PART D VALUE PLAN (HMO)
3533,385,MEDICARE MEDICAL + PART D CLASSIC PLAN (HMO-POS)
3534,385,MEDICARE MEDICAL SECURE PLAN (HMO)
3535,384,Other
3536,384,TRICARE Prime
3537,384,TRICARE Prime Remote
3538,384,TRICARE Standard and Extra
3539,384,TRICARE Reserve Select
3540,384,TRICARE Retired Reserve
3541,384,TRICARE Young Adult
3542,384,TRICARE For Life
3543,384,TRICARE Prime Overseas
3544,384,TRICARE Prime Remote Overseas
3545,384,TRICARE Standard Overseas
3546,384,Traditional Assistance Management Program
3547,384,Extended Health Care Option
3548,384,Continued Health Care Benefit Program
3549,384,US Family Health Plan
3550,383,Other
3551,383,Health Partners Plan
3552,382,Other
3553,382,Meridian Advantage Plan of Michigan (HMO SNP)
3554,233,D3X501 D05B ODS Dental
3555,233,D3X501 D05B DirectOption Dental
3556,233,E01 D06B ODS Dental
3557,233,E01 D06B DirectOption Dental
3558,233,B3X502 D01B ODS Dental
3559,233,B3X502 D01B DirectOption Dental
3560,359,Other
3561,233,Fortify Option Dental
3562,359,HMO A5-HCR
3563,359,HMO B10-HCR
3564,233,BP3X25 DO3B ODS Dental
3565,359,HMO C15-HCR
3566,359,HMO D20-HCR
3567,233,BP3X25 DO3B Direct Option Dental
3568,359,HMO E25-HCR
3569,359,Premium Advantage B10-250-HCR
3570,233,BP3X50 DO3B ODS Dental
3571,359,Premium Advantage B10-500-HCR
3572,359,Premium Advantage B10-1000-HCR
3573,233,BP3X50 DO3B DirectOption Dental
3574,359,Premium Advantage B10-1500-HCR
3575,233,BP3X501 D04B ODS Dental
3576,359,Premium Advantage B10-2000-HCR
3577,233,BP3X501 D04B DirectOption Dental
3578,359,Premium Advantage B10-2500-HCR
3579,359,Premium Advantage C15-250-HCR
3580,359,Premium Advantage C15-500-HCR
3581,233,Other
3582,359,Premium Advantage C15-1000-HCR
3583,359,Premium Advantage C15-1500-HCR
3584,359,Premium Advantage C15-2000-HCR
3585,234,Premier West- 2500
3586,359,Premium Advantage C15-2500-HCR
3587,234,Premier West- 5000
3588,359,Premium Advantage D20-250-HCR
3589,359,Premium Advantage D20-500-HCR
3590,234,Valu-West- 2500
3591,234,Valu-West- 5000
3592,359,Premium Advantage D20-1000-HCR
3593,234,New West Select 5000  (HSA)
3594,359,Premium Advantage D20-1500-HCR
3595,359,Premium Advantage D20-2000-HCR
3596,234,"$2,000 (Single), or $4,000 (Family) - (HSA)"
3597,359,Premium Advantage D20-2500-HCR
3598,234,"$3,000 (Single) or $6,000 (Family) - (HSA)"
3599,359,Premium Advantage E20-250-HCR
3600,359,Premium Advantage E20-500-HCR
3601,234,"$5000 (Single) or $10,000 (Family) - (HSA)"
3602,359,Premium Advantage E20-1000-HCR
3603,359,Premium Advantage E20-1500-HCR
3604,234,"$3,000 HDHP W/Embedded Deductible"
3605,359,Premium Advantage E20-2000-HCR
3606,234,Other
3607,359,Premium Advantage E20-2500-HCR
3608,359,Premium Advantage Plus B10-250-HCR
3609,359,Premium Advantage Plus B10-500-HCR
3610,359,Premium Advantage Plus B10-1000-HCR
3611,235,Network PlatinumSelect PPO
3612,359,Premium Advantage Plus B10-1500-HCR
3613,359,Premium Advantage Plus B10-2000-HCR
3614,359,Premium Advantage Plus B10-2500-HCR
3615,359,Premium Advantage Plus C15-250-HCR
3616,235,Network PlatinumPlus Pharmacy PPO
3617,359,Premium Advantage Plus C15-500-HCR
3618,359,Premium Advantage Plus C15-1000-HCR
3619,235,Network PlatinumPremier Pharmacy PPO
3620,359,Premium Advantage Plus C15-1500-HCR
3621,359,Premium Advantage Plus C15-2000-HCR
3622,235,Network PlatinumPlus PPO
3623,235,Network PlatinumPremier PPO
3624,359,Premium Advantage Plus C15-2500-HCR
3625,235,Other
3626,359,Premium Advantage Plus D20-250-HCR
3627,359,Premium Advantage Plus D20-500-HCR
3628,359,Premium Advantage Plus D20-1000-HCR
3629,359,Premium Advantage Plus D20-1500-HCR
3630,359,Premium Advantage Plus D20-2000-HCR
3631,359,Premium Advantage Plus D20-2500-HCR
3632,359,Premium Advantage Plus E20-250-HCR
3633,236,Network Health Together (MassHealth)
3634,359,Premium Advantage Plus E20-500-HCR
3635,359,Premium Advantage Plus E20-1000-HCR
3636,236,Network Health Forward (Commonwealth care)
3637,359,Premium Advantage Plus E20-1500-HCR
3638,236,Network Health Extend (Medical Security Program)
3639,359,Premium Advantage Plus E20-2000-HCR
3640,236,Other
3641,359,Premium Advantage Plus E20-2500-HCR
3642,359,POS A-V25-HCR
3643,359,POS A-V-250 Enhanced-HCR
3644,359,POS A-V-250-500-HCR
3645,359,POS A-X-500-HCR
3646,359,POS C-XV500-HCR
3647,359,POS C-XV-500-750-HCR
3648,359,POS D-XV-500-HCR
3649,359,POS D-XX-750-1000-HCR
3650,359,POS E-XXV-1000-2000-HCR
3651,359,POS C-XV-500-1000-HCR
3652,359,POS C-XV-750-1250-HCR
3653,359,POS D-XX-1000-1500-HCR
3654,359,HPN Premium POS Plan X-250-80-60-A-HCR
3655,359,HPN Premium POS Plan 1 XV-500-1000-A-HCR
3656,359,HP Premium Pos Plan 3 xx-1000-1500-A-HCR
3657,359,Sierra 2000 250-1586-HCR
3658,359,Sierra 2000 500-2085X-HCR
3659,359,Sierra 2006 250-500-15X-HCR
3660,359,Sierra 2006 500-1000-25X-HCR
3661,359,Sierra 2006 1000-2000-30X-HCR
3662,359,Sierra 2006 1500-3000-35X-HCR
3663,359,Sierra 2006 2500-10000-35X-HCR
3664,359,Sierra 2005 5000-10000-35X-HCR
3665,474,NHP Choice Plus
3666,359,Sierra 2004 1500-86-HCR
3667,359,Sierra 2004 2500-97-HCR
3668,474,NHP Choice Extra
3669,359,Sierra 2004 5000-97-HCR
3670,359,Sierra 2004 5000-86-HCR
3671,474,NHP Choice Extra 500
3672,359,Consumer Direct 1500-86-HCR
3673,359,COnsumer Direct 2500-97-HCR
3674,474,NHP Choice Extra 1000
3675,359,Consumer Direct 2500-86-HCR
3676,359,Consumer Direct 5000-86-HCR
3677,474,NHP Choice Optimum 250
3678,359,Consumer Direct 5000-107-HCR
3679,359,Sierra 2010 500-1000-35-80/60-X-HCR
3680,474,NHP Choice Optimum 2000/4000
3681,359,Sierra 2010 1000-2000-35-80/60-X-HCR
3682,359,Sierra 2010 1500-3000-35-80/60-X-HCR
3683,474,NHP Choice Optimum 2000
3684,359,Sierra 2010 2000-4000-35-80/60-X-HCR
3685,359,Sierra 2010 2500-5000-35-80/60-X-HCR
3686,474,NHP Care One Version 2008
3687,359,Sierra 2010 3000-6000-35-80/60-X-HCR
3688,359,Sierra 2010 500-1000-35-70/50-X-HCR
3689,359,Sierra 2010 1000-2000-35-70/50-X-HCR
3690,359,Sierra 2010 1500-3000-35-70/50-X-HCR
3691,474,Other
3692,359,Sierra 2010 2000-4000-35-70/50-X-HCR
3693,359,Sierra 2010 2500-5000-35-70/50-X-HCR
3694,359,Sierra 2010 3000-6000-35-70/50-X-HCR
3695,359,Sierra 2010 1000-2000-35-70/50-A-HCR
3696,237,Medicaid Managed Care
3697,359,Sierra 2010 1500-3000-35-70/50-A-HCR
3698,359,Sierra 2010 2000-4000-35-70/50-A-HCR
3699,237,Family Health Plus
3700,359,Sierra 2010 2500-5000-35-70/50-A-HCR
3701,359,Sierra 2010 3000-6000-35-70/50-A-HCR
3702,359,Sierra 2010 3500-7000-35-70/50-A-HCR
3703,237,Child Health Plus
3704,237,Other
3705,359,HSA A 1500/3000/107-HCR
3706,359,HSA B 1500/3000/86-HCR
3707,359,HSA C 2500/5000/107-HCR
3708,359,HSA D 2500/5000/86-HCR
3709,359,HSA E 5000/10000/107-HCR
3710,359,HSA F 3000/6000/86-HCR
3711,359,HSA G 3000/6000/107-HCR
3712,359,HMO Option 1-HCR
3713,359,HMO Option 2-HCR
3714,359,POS Option 3 (HCR) Tier 1
3715,359,POS Option 3 Expanded Tier II
3716,359,POS Option 3 Non-Plan Tier III
3717,359,HMO Option 4
3718,359,Dental Rider
3719,359,PPO Plan 1 (HCR)
3720,359,PPO Plan 2 (HCR)
3721,359,PPO Plan 3 (HCR)
3722,359,PPO Plan 4 (HCR)
3723,359,PPO Plan 5 (HCR)
3724,359,PPO Plan 6 (HCR)
3725,359,Plan A-1500 (80/60) (HCR)
3726,359,Plan C-2500 (80/60) (HCR)
3727,359,Plan D-5000 (100/70) (HCR)
3728,359,Premium Advantage E Series Medical Plan-1000/2000 (HCR)
3729,359,Premium Advantage D Series Medical Plan-500/2000 (HCR)
3730,359,HMO E25 Medical Plan (HCR)
3731,359,HMO D20 Medical Plan (HCR)
3732,359,POS D-XX-1000-1500 Medical Plan (HCR)
3733,359,POS C-XV-500-750 Medical Plan (HCR)
3734,359,POS C-XV-500 Medical Plan (HCR)
3735,359,Sierra SImplicity Nevada HSA Compatible High Deductible Group PPO Plan F Medical PLan (HCR)
3736,359,PPO 2500-5000-35-80-60-X Medical Plan (HCR)
3737,359,UHC Dental Plan 1
3738,359,UCH Dental Plan 2
3739,358,Other
3740,358,Medi-Cal
3741,358,Healthy Families
3742,358,AIM Program-Access for Infants and Mothers
3743,357,Other
3744,238,Rite Care
3745,357,ACE
3746,238,Rhody Health Partners
3747,357,CareAdvantage
3748,357,HealthWorx
3749,357,Healthy Families
3750,357,Healthy Kids
3751,357,Medi-Cal
3752,357,MCE
3753,353,Other
3754,353,SecureCare HMO
3755,353,SecureCare PPO
3756,353,THP Medicare Select (Medicgap)
3757,238,Other
3758,353,Health Plan HMO
3759,353,PEIA A
3760,353,PEIA B
3761,353,Point of Service (POS)
3762,353,Preferred Provider Organization (PPO)
3763,353,Manged Workers' Compensation
3764,351,Other
3765,351,H-154 (HMO)
3766,351,H-354 (HMO)
3767,351,H-404 (HMO)
3768,351,H-505 (HMO)
3769,351,H-602 (HMO)
3770,351,H-606 (HMO)
3771,351,H-611 (HMO)
3772,351,H-617 (HMO)
3773,351,H-621 (HMO)
3774,239,Personal Choice (EPO-PPO)
3775,239,New Value Plans
